team,player,nation,pos,age,born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
D.C. United,Ruan,BRA,"DF,MF",27,1995,24,15,1422,15.8,0,5,5,0,0,0,3,0,0.8,0.8,4.6,5.4,43,39,104,0.0,0.32,0.32,0.0,0.32,0.05,0.29,0.34,0.05,0.34
D.C. United,Russell Canouse,USA,MF,27,1995,27,27,2210,24.6,0,1,1,0,0,0,8,0,0.4,0.4,0.2,0.6,9,106,23,0.0,0.04,0.04,0.0,0.04,0.02,0.01,0.03,0.02,0.03
D.C. United,Steve Birnbaum,USA,DF,32,1991,22,20,1610,17.9,1,0,1,1,0,0,2,1,1.1,1.1,0.8,1.9,2,34,6,0.06,0.0,0.06,0.06,0.06,0.06,0.04,0.11,0.06,0.11
D.C. United,Taxiarchis Fountas,GRE,"FW,MF",27,1995,17,12,1099,12.2,6,0,6,5,1,1,3,0,5.6,4.8,0.6,5.4,32,40,79,0.49,0.0,0.49,0.41,0.41,0.46,0.05,0.51,0.39,0.44
D.C. United,Theodore Ku-Dipietro,USA,"FW,MF",21,2002,26,12,1167,13.0,5,2,7,5,0,0,0,0,4.5,4.5,1.8,6.3,38,46,77,0.39,0.15,0.54,0.39,0.54,0.34,0.14,0.48,0.34,0.48
D.C. United,Tyler Miller,USA,GK,29,1993,25,25,2205,24.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.C. United,Victor Pálsson,ISL,"DF,MF",31,1991,18,17,1575,17.5,0,2,2,0,0,0,2,0,0.7,0.7,0.8,1.5,13,66,16,0.0,0.11,0.11,0.0,0.11,0.04,0.05,0.09,0.04,0.09
D.C. United,Yamil Asad,ARG,"MF,FW",28,1994,21,5,523,5.8,0,0,0,0,0,0,3,0,0.6,0.6,0.4,0.9,13,29,49,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16
Dynamo FC,Adalberto Carrasquilla,PAN,"FW,MF",24,1998,25,22,2030,22.6,3,5,8,3,0,0,9,0,2.9,2.9,3.6,6.5,61,160,110,0.13,0.22,0.35,0.13,0.35,0.13,0.16,0.29,0.13,0.29
Dynamo FC,Aliyu Ibrahim,NGA,FW,21,2002,24,16,1205,13.4,3,2,5,3,0,0,2,0,5.4,5.4,1.3,6.7,30,14,97,0.22,0.15,0.37,0.22,0.37,0.4,0.1,0.5,0.4,0.5
Dynamo FC,Amine Bassi,FRA,"MF,FW",25,1997,28,25,2000,22.2,10,1,11,4,6,6,1,1,9.1,4.4,4.8,9.2,40,150,96,0.45,0.05,0.5,0.18,0.23,0.41,0.21,0.63,0.2,0.41
Dynamo FC,Andrew Tarbell,USA,GK,29,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynamo FC,Artur,BRA,MF,26,1996,34,31,2727,30.3,2,0,2,2,0,0,6,0,1.0,1.0,1.0,2.0,8,124,23,0.07,0.0,0.07,0.07,0.07,0.03,0.03,0.07,0.03,0.07
Dynamo FC,Brad Smith,AUS,"DF,FW",28,1994,18,3,481,5.3,1,2,3,1,0,0,0,0,0.4,0.4,0.9,1.4,15,12,46,0.19,0.37,0.56,0.19,0.56,0.08,0.18,0.26,0.08,0.26
Dynamo FC,Brooklyn Raines,USA,"MF,FW",17,2005,7,3,202,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,5,10,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06
Dynamo FC,Chase Gasper,USA,DF,27,1996,5,3,209,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,9,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynamo FC,Corey Baird,USA,FW,27,1996,34,28,2330,25.9,8,5,13,8,0,0,4,0,7.3,7.3,3.1,10.4,31,50,147,0.31,0.19,0.5,0.31,0.5,0.28,0.12,0.4,0.28,0.4
Dynamo FC,Daniel Steres,USA,DF,32,1990,26,21,1865,20.7,2,2,4,2,0,0,2,0,1.4,1.4,1.4,2.8,8,39,10,0.1,0.1,0.19,0.1,0.19,0.07,0.07,0.14,0.07,0.14
Dynamo FC,Erik Sviatchenko,DEN,DF,31,1991,17,16,1354,15.0,0,0,0,0,0,0,7,0,0.8,0.8,0.2,0.9,8,41,6,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
Dynamo FC,Ethan Bartlow,USA,DF,22,2000,27,21,1992,22.1,0,1,1,0,0,0,4,0,0.9,0.9,1.4,2.2,12,39,7,0.0,0.05,0.05,0.0,0.05,0.04,0.06,0.1,0.04,0.1
Dynamo FC,Franco Escobar,ARG,DF,27,1995,28,24,2223,24.7,2,0,2,2,0,0,11,0,1.6,1.6,0.7,2.3,37,61,120,0.08,0.0,0.08,0.08,0.08,0.07,0.03,0.09,0.07,0.09
Dynamo FC,Griffin Dorsey,USA,DF,23,1999,19,10,1027,11.4,3,2,5,3,0,0,7,0,0.5,0.5,3.0,3.5,38,32,62,0.26,0.18,0.44,0.26,0.44,0.04,0.26,0.31,0.04,0.31
Dynamo FC,Héctor Herrera,MEX,MF,32,1990,30,29,2530,28.1,4,11,15,4,0,0,10,2,4.4,4.4,5.7,10.0,59,246,91,0.14,0.39,0.53,0.14,0.53,0.16,0.2,0.36,0.16,0.36
Dynamo FC,Iván Franco,PAR,"FW,MF",22,2000,26,11,1065,11.8,3,1,4,3,0,0,3,0,3.4,3.4,0.9,4.3,25,32,80,0.25,0.08,0.34,0.25,0.34,0.29,0.08,0.37,0.29,0.37
Dynamo FC,Luís Caicedo,COL,MF,26,1996,25,11,1214,13.5,0,0,0,0,0,0,6,0,0.1,0.1,0.0,0.1,1,48,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
Dynamo FC,Micael,BRA,DF,22,2000,24,22,1975,21.9,1,0,1,1,0,0,8,1,1.0,1.0,0.0,1.0,7,44,4,0.05,0.0,0.05,0.05,0.05,0.04,0.0,0.04,0.04,0.04
Dynamo FC,Nelson Quiñones,COL,"FW,MF",20,2002,28,19,1473,16.4,4,1,5,4,0,0,5,1,2.3,2.3,1.5,3.8,72,21,147,0.24,0.06,0.31,0.24,0.31,0.14,0.09,0.23,0.14,0.23
Dynamo FC,Sebastian Kowalczyk,POL,"FW,MF",24,1998,8,5,352,3.9,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,6,19,23,0.0,0.26,0.26,0.0,0.26,0.1,0.13,0.23,0.1,0.23
Dynamo FC,Sebastián Ferreira,PAR,FW,24,1998,11,2,302,3.4,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1.1,1,4,25,0.0,0.0,0.0,0.0,0.0,0.25,0.06,0.31,0.25,0.31
Dynamo FC,Steve Clark,USA,GK,36,1986,33,33,2970,33.0,0,1,1,0,0,0,4,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Dynamo FC,Tate Schmitt,USA,DF,25,1997,5,5,397,4.4,1,0,1,1,0,0,1,0,0.3,0.3,0.4,0.7,17,19,29,0.23,0.0,0.23,0.23,0.23,0.07,0.1,0.17,0.07,0.17
Dynamo FC,Teenage Hadebe,ZIM,DF,27,1995,12,12,1035,11.5,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,0,27,1,0.09,0.0,0.09,0.09,0.09,0.03,0.01,0.04,0.03,0.04
Dynamo FC,Þorleifur Úlfarsson,ISL,"FW,MF",22,2000,18,1,477,5.3,3,1,4,3,0,0,1,0,1.3,1.3,1.1,2.4,5,6,35,0.57,0.19,0.75,0.57,0.75,0.25,0.21,0.45,0.25,0.45
FC Cincinnati,Aaron Boupendza,GAB,FW,26,1996,10,6,606,6.7,5,0,5,5,0,0,2,0,5.5,5.5,0.7,6.2,15,22,38,0.74,0.0,0.74,0.74,0.74,0.81,0.11,0.92,0.81,0.92
FC Cincinnati,Alec Kann,USA,GK,32,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC Cincinnati,Alvas Powell,JAM,DF,28,1994,25,10,958,10.6,0,1,1,0,0,0,2,1,0.5,0.5,1.4,1.9,21,22,26,0.0,0.09,0.09,0.0,0.09,0.04,0.13,0.18,0.04,0.18
FC Cincinnati,Arquimides Ordonez,GUA,FW,19,2003,8,4,278,3.1,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,5,5,21,0.0,0.0,0.0,0.0,0.0,0.14,0.07,0.21,0.14,0.21
FC Cincinnati,Benjamin Stitz,USA,FW,22,2000,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC Cincinnati,Brandon Vazquez,USA,FW,24,1998,29,27,2373,26.4,8,2,10,7,1,1,3,0,11.2,10.4,3.1,13.5,41,46,163,0.3,0.08,0.38,0.27,0.34,0.43,0.12,0.54,0.4,0.51
FC Cincinnati,Brenner,BRA,FW,23,2000,8,6,534,5.9,1,0,1,1,0,0,2,0,2.2,2.2,0.8,3.0,8,25,38,0.17,0.0,0.17,0.17,0.17,0.37,0.13,0.5,0.37,0.5
FC Cincinnati,Bret Halsey,USA,DF,22,2000,10,2,231,2.6,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.6,5,6,19,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22
FC Cincinnati,Dominique Badji,SEN,FW,30,1992,23,10,916,10.2,5,3,8,5,0,0,0,0,3.9,3.9,2.8,6.7,20,13,66,0.49,0.29,0.79,0.49,0.79,0.38,0.27,0.66,0.38,0.66
FC Cincinnati,Gerardo Valenzuela,USA,MF,18,2004,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC Cincinnati,Ian Murphy,USA,DF,23,2000,23,17,1521,16.9,0,0,0,0,0,0,5,2,0.2,0.2,0.1,0.3,10,58,5,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
FC Cincinnati,Joey Akpunonu,USA,DF,21,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC Cincinnati,Junior Moreno,VEN,MF,29,1993,29,26,2253,25.0,4,2,6,4,0,0,0,0,1.3,1.3,0.9,2.2,8,115,25,0.16,0.08,0.24,0.16,0.24,0.05,0.04,0.09,0.05,0.09
FC Cincinnati,Luciano Acosta,ARG,MF,28,1994,32,29,2605,28.9,17,10,27,10,7,8,7,0,12.9,6.6,10.2,16.8,116,218,226,0.59,0.35,0.93,0.35,0.69,0.44,0.35,0.8,0.23,0.58
FC Cincinnati,Malik Pinto,USA,MF,20,2002,22,2,396,4.4,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,3,23,7,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
FC Cincinnati,Marco Angulo,ECU,MF,20,2002,24,9,785,8.7,0,1,1,0,0,0,2,0,0.5,0.5,0.4,1.0,3,23,22,0.0,0.11,0.11,0.0,0.11,0.06,0.05,0.11,0.06,0.11
FC Cincinnati,Matt Miazga,USA,DF,27,1995,27,27,2384,26.5,0,1,1,0,0,0,9,0,1.6,1.6,0.6,2.2,0,59,2,0.0,0.04,0.04,0.0,0.04,0.06,0.02,0.08,0.06,0.08
FC Cincinnati,Nick Hagglund,USA,DF,30,1992,27,26,2154,23.9,1,0,1,1,0,0,2,1,0.7,0.7,0.5,1.1,17,76,7,0.04,0.0,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05
FC Cincinnati,Obinna Nwobodo,NGA,MF,26,1996,30,30,2582,28.7,2,3,5,2,0,0,10,0,0.9,0.9,1.4,2.2,37,134,30,0.07,0.1,0.17,0.07,0.17,0.03,0.05,0.08,0.03,0.08
FC Cincinnati,Ray Gaddis,USA,DF,33,1990,28,15,1248,13.9,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.4,10,41,40,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
FC Cincinnati,Roman Celentano,USA,GK,22,2000,33,33,2970,33.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC Cincinnati,Santiago Arias,COL,DF,31,1992,26,16,1652,18.4,2,1,3,2,0,0,3,0,3.0,3.0,1.7,4.7,38,70,113,0.11,0.05,0.16,0.11,0.16,0.16,0.09,0.25,0.16,0.25
FC Cincinnati,Sergio Santos Gomes,BRA,"FW,MF",28,1994,25,11,904,10.0,4,1,5,4,0,0,5,0,4.6,4.6,2.1,6.8,16,22,82,0.4,0.1,0.5,0.4,0.5,0.46,0.21,0.67,0.46,0.67
FC Cincinnati,Stiven Jimenez,USA,FW,15,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC Cincinnati,Yerson Mosquera,COL,DF,21,2001,26,25,2249,25.0,2,1,3,2,0,0,8,1,2.1,2.1,0.6,2.7,13,89,12,0.08,0.04,0.12,0.08,0.12,0.08,0.02,0.11,0.08,0.11
FC Cincinnati,Yuya Kubo,JPN,"MF,FW",29,1993,25,10,1073,11.9,0,3,3,0,0,0,2,0,2.5,2.5,2.3,4.7,34,47,45,0.0,0.25,0.25,0.0,0.25,0.21,0.19,0.4,0.21,0.4
FC Cincinnati,Álvaro Barreal,ARG,DF,22,2000,34,32,2814,31.3,5,6,11,5,0,0,6,0,3.0,3.0,9.3,12.3,84,127,238,0.16,0.19,0.35,0.16,0.35,0.1,0.3,0.39,0.1,0.39
FC Dallas,Alan Velasco,ARG,"FW,MF",20,2002,28,27,2258,25.1,4,2,6,4,0,0,6,0,2.8,2.8,2.9,5.7,98,93,140,0.16,0.08,0.24,0.16,0.24,0.11,0.12,0.23,0.11,0.23
FC Dallas,Amet Korca,USA,DF,22,2000,4,2,155,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC Dallas,Asier Illarramendi,ESP,MF,32,1990,11,7,695,7.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,14,65,11,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
FC Dallas,Bernard Kamungo,USA,"FW,MF",21,2002,16,6,500,5.6,6,0,6,6,0,0,0,0,3.8,3.8,0.5,4.3,22,10,41,1.08,0.0,1.08,1.08,1.08,0.69,0.08,0.77,0.69,0.77
FC Dallas,Collin Smith,USA,"DF,MF",19,2003,2,2,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC Dallas,Dante Sealy,USA,"MF,DF",19,2003,10,2,285,3.2,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,10,10,13,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17
FC Dallas,Edwin Cerrillo,USA,MF,22,2000,19,15,1363,15.1,0,0,0,0,0,0,6,0,0.6,0.6,0.3,0.9,12,82,15,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
FC Dallas,Ema Twumasi,GHA,DF,25,1997,23,18,1576,17.5,1,0,1,1,0,0,3,1,0.1,0.1,0.8,0.9,44,61,59,0.06,0.0,0.06,0.06,0.06,0.01,0.05,0.05,0.01,0.05
FC Dallas,Eugene Ansah,GHA,FW,28,1994,8,0,180,2.0,1,0,1,1,0,0,0,0,1.2,1.2,0.0,1.2,3,0,15,0.5,0.0,0.5,0.5,0.5,0.6,0.0,0.6,0.6,0.6
FC Dallas,Facundo Quignon,ARG,MF,29,1993,29,22,1915,21.3,1,1,2,1,0,0,4,0,2.4,2.4,0.6,3.0,10,84,12,0.05,0.05,0.09,0.05,0.09,0.11,0.03,0.14,0.11,0.14
FC Dallas,Geovane,BRA,DF,21,2001,19,11,987,11.0,0,2,2,0,0,0,5,0,0.4,0.4,1.1,1.5,19,26,50,0.0,0.18,0.18,0.0,0.18,0.04,0.1,0.14,0.04,0.14
FC Dallas,Herbert Endeley,USA,"MF,FW",21,2001,8,2,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,5,8,10,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
FC Dallas,Jesús Ferreira,USA,FW,22,2000,27,25,2264,25.2,12,4,16,11,1,1,2,0,9.6,8.8,5.5,14.2,38,103,140,0.48,0.16,0.64,0.44,0.6,0.38,0.22,0.6,0.35,0.57
FC Dallas,Jesús Jiménez,ESP,"FW,MF",29,1993,22,8,688,7.6,0,2,2,0,0,0,1,0,2.3,2.3,1.0,3.3,14,16,41,0.0,0.26,0.26,0.0,0.26,0.3,0.14,0.43,0.3,0.43
FC Dallas,Jimmy Maurer,USA,GK,34,1988,5,4,435,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC Dallas,José Martínez,ESP,DF,29,1993,22,16,1435,15.9,1,1,2,1,0,0,1,0,0.6,0.6,0.5,1.1,2,37,4,0.06,0.06,0.13,0.06,0.13,0.04,0.03,0.07,0.04,0.07
FC Dallas,José Mulato,COL,"FW,MF",20,2003,7,0,107,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,0,2,10,0.0,0.0,0.0,0.0,0.0,0.07,0.34,0.41,0.07,0.41
FC Dallas,Jáder Obrian,COL,"FW,MF",27,1995,29,21,1893,21.0,6,3,9,6,0,0,7,0,5.7,5.7,4.3,10.0,39,52,118,0.29,0.14,0.43,0.29,0.43,0.27,0.2,0.48,0.27,0.48
FC Dallas,Liam Fraser,CAN,MF,24,1998,7,4,369,4.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,14,1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
FC Dallas,Maarten Paes,NED,GK,24,1998,30,30,2621,29.1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC Dallas,Marco Farfan,USA,DF,24,1998,32,31,2683,29.8,1,3,4,1,0,0,5,0,0.8,0.8,1.8,2.6,44,80,117,0.03,0.1,0.13,0.03,0.13,0.03,0.06,0.09,0.03,0.09
FC Dallas,Nkosi Tafari,USA,DF,25,1997,30,27,2489,27.7,3,3,6,3,0,0,4,0,0.7,0.7,1.9,2.6,10,85,7,0.11,0.11,0.22,0.11,0.22,0.03,0.07,0.09,0.03,0.09
FC Dallas,Nolan Norris,USA,MF,17,2005,2,2,134,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC Dallas,Paul Arriola,USA,"FW,MF",27,1995,22,20,1655,18.4,2,4,6,2,0,0,4,0,3.7,3.7,4.3,8.0,34,54,137,0.11,0.22,0.33,0.11,0.33,0.2,0.24,0.43,0.2,0.43
FC Dallas,Paxton Pomykal,USA,MF,23,1999,24,19,1598,17.8,0,2,2,0,0,0,5,0,0.4,0.4,2.0,2.4,25,84,51,0.0,0.11,0.11,0.0,0.11,0.02,0.11,0.13,0.02,0.13
FC Dallas,Sam Junqua,USA,"DF,MF",26,1996,22,9,1022,11.4,2,0,2,2,0,0,0,0,0.6,0.6,0.7,1.3,17,37,63,0.18,0.0,0.18,0.18,0.18,0.05,0.06,0.12,0.05,0.12
FC Dallas,Sebastian Lletget,USA,"MF,FW",30,1992,19,15,1160,12.9,0,2,2,0,0,0,2,0,1.0,1.0,1.5,2.5,16,66,53,0.0,0.16,0.16,0.0,0.16,0.07,0.12,0.19,0.07,0.19
FC Dallas,Sebastien Ibeagha,USA,DF,31,1992,31,26,2385,26.5,1,1,2,1,0,0,4,0,0.6,0.6,0.2,0.8,9,54,5,0.04,0.04,0.08,0.04,0.08,0.02,0.01,0.03,0.02,0.03
FC Dallas,Tsiki Ntsabeleng,RSA,"MF,FW",24,1998,15,3,354,3.9,0,4,4,0,0,0,3,0,0.3,0.3,0.6,1.0,6,19,26,0.0,1.02,1.02,0.0,1.02,0.09,0.16,0.24,0.09,0.24
Inter Miami,Ariel Lassiter,CRC,"FW,MF",28,1994,7,0,150,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,6,5,21,0.0,0.0,0.0,0.0,0.0,0.2,0.11,0.31,0.2,0.31
Inter Miami,Ben Cremaschi,USA,"MF,FW",17,2005,28,21,1793,19.9,2,4,6,2,0,0,6,0,2.2,2.2,2.2,4.4,31,76,103,0.1,0.2,0.3,0.1,0.3,0.11,0.11,0.22,0.11,0.22
Inter Miami,Bryce Duke,USA,MF,21,2001,7,4,439,4.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,1,29,16,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07
Inter Miami,C.J. dos Santos,USA,GK,22,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inter Miami,Christopher McVey,SWE,DF,25,1997,16,12,1211,13.5,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,7,40,5,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Inter Miami,Corentin Jean,FRA,"FW,MF",27,1995,15,12,829,9.2,1,0,1,1,0,0,2,0,1.1,1.1,0.9,2.0,21,27,57,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.21,0.12,0.21
Inter Miami,David Ruiz,HON,MF,18,2004,20,14,1186,13.2,2,1,3,2,0,0,7,1,1.1,1.1,0.5,1.7,9,43,29,0.15,0.08,0.23,0.15,0.23,0.09,0.04,0.13,0.09,0.13
Inter Miami,DeAndre Yedlin,USA,DF,29,1993,28,25,2320,25.8,0,2,2,0,0,0,7,0,0.1,0.1,1.0,1.1,37,79,127,0.0,0.08,0.08,0.0,0.08,0.0,0.04,0.04,0.0,0.04
Inter Miami,Diego Gómez,PAR,"MF,FW",19,2003,5,5,416,4.6,1,0,1,1,0,0,2,0,0.8,0.8,1.0,1.8,7,13,15,0.22,0.0,0.22,0.22,0.22,0.16,0.22,0.38,0.16,0.38
Inter Miami,Dixon Arroyo,ECU,MF,30,1992,24,21,1787,19.9,1,0,1,1,0,0,4,0,0.7,0.7,0.3,1.0,4,87,10,0.05,0.0,0.05,0.05,0.05,0.04,0.01,0.05,0.04,0.05
Inter Miami,Drake Callender,USA,GK,25,1997,33,33,2970,33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inter Miami,Edison Azcona,DOM,"MF,DF",19,2003,5,0,51,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,0,14,0.0,0.0,0.0,0.0,0.0,0.15,0.04,0.19,0.15,0.19
Inter Miami,Facundo Farías,ARG,"FW,MF",20,2002,11,9,836,9.3,3,1,4,3,0,0,4,0,1.7,1.7,1.6,3.3,33,46,47,0.32,0.11,0.43,0.32,0.43,0.18,0.17,0.35,0.18,0.35
Inter Miami,Franco Negri,ARG,DF,27,1995,16,16,1329,14.8,1,1,2,1,0,0,3,1,0.5,0.5,1.7,2.2,53,61,79,0.07,0.07,0.14,0.07,0.14,0.03,0.11,0.15,0.03,0.15
Inter Miami,Gregore,BRA,MF,28,1994,5,5,385,4.3,0,1,1,0,0,0,2,0,0.3,0.3,1.0,1.2,8,27,3,0.0,0.23,0.23,0.0,0.23,0.06,0.22,0.28,0.06,0.28
Inter Miami,Harvey Neville,IRL,"DF,MF",20,2002,11,2,194,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,6,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inter Miami,Ian Fray,USA,"DF,MF",20,2002,11,7,655,7.3,1,0,1,1,0,0,4,0,0.2,0.2,0.2,0.4,18,54,7,0.14,0.0,0.14,0.14,0.14,0.03,0.02,0.05,0.03,0.05
Inter Miami,Israel Boatwright,DOM,"MF,DF",17,2005,2,0,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,7,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
Inter Miami,Jean Mota,BRA,MF,29,1993,13,9,913,10.1,0,3,3,0,0,0,1,0,0.8,0.8,0.8,1.6,12,84,8,0.0,0.3,0.3,0.0,0.3,0.07,0.08,0.16,0.07,0.16
Inter Miami,Jordi Alba,ESP,DF,33,1989,7,5,439,4.9,1,0,1,1,0,0,1,0,0.6,0.6,1.0,1.6,13,32,49,0.21,0.0,0.21,0.21,0.21,0.12,0.21,0.33,0.12,0.33
Inter Miami,Josef Martínez,VEN,FW,29,1993,27,20,1737,19.3,7,1,8,4,3,3,1,0,7.2,4.9,1.2,6.0,9,33,79,0.36,0.05,0.41,0.21,0.26,0.38,0.06,0.44,0.25,0.31
Inter Miami,Kamal Miller,CAN,DF,25,1997,22,21,1843,20.5,0,0,0,0,0,0,3,1,0.0,0.0,0.5,0.5,19,79,7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Inter Miami,Lawson Sunderland,USA,"MF,FW",21,2001,2,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Inter Miami,Leonardo Campana,ECU,FW,22,2000,26,17,1636,18.2,9,3,12,7,2,3,4,0,8.8,6.4,2.1,8.5,17,39,91,0.5,0.17,0.66,0.39,0.55,0.48,0.12,0.6,0.35,0.47
Inter Miami,Lionel Messi,ARG,"FW,MF",35,1987,6,4,373,4.1,1,2,3,1,0,0,0,0,2.6,2.6,1.4,4.0,18,36,32,0.24,0.48,0.72,0.24,0.72,0.63,0.33,0.96,0.63,0.96
Inter Miami,Nicolás Stefanelli,ARG,"FW,MF",28,1994,25,17,1331,14.8,2,0,2,2,0,0,2,0,2.3,2.3,0.7,3.0,37,46,107,0.14,0.0,0.14,0.14,0.14,0.15,0.05,0.2,0.15,0.2
Inter Miami,Noah Allen,USA,DF,18,2004,19,14,1254,13.9,1,2,3,1,0,0,3,0,0.8,0.8,0.6,1.3,31,47,67,0.07,0.14,0.22,0.07,0.22,0.05,0.04,0.09,0.05,0.09
Inter Miami,Robbie Robinson,USA,"FW,MF",24,1998,9,3,342,3.8,1,0,1,1,0,0,1,0,2.5,2.5,0.4,2.8,31,14,47,0.26,0.0,0.26,0.26,0.26,0.65,0.1,0.74,0.65,0.74
