player_url,fifa_version,short_name,long_name,Team,league_name,nationality_name,alpha_3_code,picture_url,local_image_path
https://sofifa.com/player/240982/junior-moreno/240002,24.0,J. Moreno,Júnior Leonardo Moreno Borrero,Cincinnati,Major League Soccer,Venezuela,VEN,https://cdn.sofifa.net/players/240/982/24_360.png,plotly-dash/assets/playersImage/Junior_Moreno_FC_Cincinnati.png
https://sofifa.com/player/262585/stipe-biuk/240002,24.0,S. Biuk,Stipe Biuk,LAFC,Major League Soccer,Croatia,CRO,https://cdn.sofifa.net/players/262/585/24_360.png,plotly-dash/assets/playersImage/Stipe_Biuk_LAFC.png
https://sofifa.com/player/245691/alvaro-barreal/240002,24.0,Á. Barreal,Álvaro Martín Barreal,Cincinnati,Major League Soccer,Argentina,ARG,https://cdn.sofifa.net/players/245/691/24_360.png,plotly-dash/assets/playersImage/Álvaro_Barreal_FC_Cincinnati.png
https://sofifa.com/player/253568/leonardo-campana/240002,24.0,L. Campana,Leonardo Campana Romero,Inter Miami,Major League Soccer,Ecuador,ECU,https://cdn.sofifa.net/players/253/568/24_360.png,plotly-dash/assets/playersImage/Leonardo_Campana_Inter_Miami_C.F..png
https://sofifa.com/player/247459/sean-nealis/240002,24.0,S. Nealis,Sean Nealis,New York Red Bulls,Major League Soccer,United States,USA,https://cdn.sofifa.net/players/247/459/24_360.png,plotly-dash/assets/playersImage/Sean_Nealis_New_York_Red_Bulls.png
https://sofifa.com/player/228321/sergi-palencia-hurtado/240002,24.0,Sergi Palencia,Sergi Palencia Hurtado,LAFC,Major League Soccer,Spain,ESP,https://cdn.sofifa.net/players/228/321/24_360.png,plotly-dash/assets/playersImage/Sergi_Palencia_LAFC.png
https://sofifa.com/player/253289/guzman-corujo/240002,24.0,G. Corujo,Guzmán Corujo Bríccola,Charlotte,Major League Soccer,Uruguay,URU,https://cdn.sofifa.net/players/253/289/24_360.png,plotly-dash/assets/playersImage/Guzmán_Corujo_Charlotte_FC.png
https://sofifa.com/player/176071/dax-mccarty/240002,24.0,D. McCarty,Dax McCarty,Nashville SC,Major League Soccer,United States,USA,https://cdn.sofifa.net/players/176/071/24_360.png,plotly-dash/assets/playersImage/Dax_McCarty_Nashville_SC.png
https://sofifa.com/player/190780/sean-johnson/240002,24.0,S. Johnson,Sean Everet Johnson,Toronto FC,Major League Soccer,United States,USA,https://cdn.sofifa.net/players/190/780/24_360.png,plotly-dash/assets/playersImage/Sean_Johnson_Toronto_FC.png
https://sofifa.com/player/212722/deandre-yedlin/240002,24.0,D. Yedlin,DeAndre Roselle Yedlin,Inter Miami,Major League Soccer,United States,USA,https://cdn.sofifa.net/players/212/722/24_360.png,plotly-dash/assets/playersImage/DeAndre_Yedlin_Inter_Miami_C.F..png
https://sofifa.com/player/221713/daniel-lovitz/240002,24.0,D. Lovitz,Daniel Lovitz,Nashville SC,Major League Soccer,United States,USA,https://cdn.sofifa.net/players/221/713/24_360.png,plotly-dash/assets/playersImage/Daniel_Lovitz_Nashville_SC.png
https://sofifa.com/player/237153/latif-blessing/240002,24.0,L. Blessing,Latif Blessing,Toronto FC,Major League Soccer,Ghana,GHA,https://cdn.sofifa.net/players/237/153/24_360.png,plotly-dash/assets/playersImage/Latif_Blessing_New_England_Revolution.png
https://sofifa.com/player/237153/latif-blessing/240002,24.0,L. Blessing,Latif Blessing,Toronto FC,Major League Soccer,Ghana,GHA,https://cdn.sofifa.net/players/237/153/24_360.png,plotly-dash/assets/playersImage/Latif_Blessing_Toronto_FC.png
https://sofifa.com/player/246048/andres-reyes/240002,24.0,A. Reyes,Andrés Felipe Reyes Ambuila,New York Red Bulls,Major League Soccer,Colombia,COL,https://cdn.sofifa.net/players/246/048/24_360.png,plotly-dash/assets/playersImage/Andrés_Reyes_New_York_Red_Bulls.png
https://sofifa.com/player/255316/denil-maldonado/240002,24.0,D. Maldonado,Denil Omar Maldonado Munguía,LAFC,Major League Soccer,Honduras,HON,https://cdn.sofifa.net/players/255/316/24_360.png,plotly-dash/assets/playersImage/Denil_Maldonado_LAFC.png
https://sofifa.com/player/237245/eddie-segura/240002,24.0,E. Segura,Eddie Livington Segura Martínez,LAFC,Major League Soccer,Colombia,COL,https://cdn.sofifa.net/players/237/245/24_360.png,plotly-dash/assets/playersImage/E._Segura_LAFC.png
https://sofifa.com/player/233222/kamil-jozwiak/240002,24.0,K. Jóźwiak,Kamil Jóźwiak,Charlotte,Major League Soccer,Poland,POL,https://cdn.sofifa.net/players/233/222/24_360.png,plotly-dash/assets/playersImage/Kamil_Jóźwiak_Charlotte_FC.png
https://sofifa.com/player/227911/randall-leal/240002,24.0,R. Leal,Randall Enrique Leal Arley,Nashville SC,Major League Soccer,Costa Rica,CRC,https://cdn.sofifa.net/players/227/911/24_360.png,plotly-dash/assets/playersImage/Randall_Leal_Nashville_SC.png
https://sofifa.com/player/178287/scott-arfield/240002,24.0,S. Arfield,Scott Harry Nathaniel Arfield,Charlotte,Major League Soccer,Canada,CAN,https://cdn.sofifa.net/players/178/287/24_360.png,plotly-dash/assets/playersImage/Scott_Arfield_Charlotte_FC.png
https://sofifa.com/player/211239/corentin-jean/240002,24.0,C. Jean,Corentin Jean,Inter Miami,Major League Soccer,France,FRA,https://cdn.sofifa.net/players/211/239/24_360.png,plotly-dash/assets/playersImage/Corentin_Jean_Inter_Miami_C.F..png
https://sofifa.com/player/230991/fabrice-jean-picault/240002,24.0,Fafà Picault,Fabrice-Jean Picault,Nashville SC,Major League Soccer,Haiti,HAI,https://cdn.sofifa.net/players/230/991/24_360.png,plotly-dash/assets/playersImage/Fafà_Picault_Nashville_SC.png
https://sofifa.com/player/239944/robert-taylor/240002,24.0,R. Taylor,Robert Thomas Taylor,Inter Miami,Major League Soccer,Finland,FIN,https://cdn.sofifa.net/players/239/944/24_360.png,plotly-dash/assets/playersImage/Robert_Taylor_Inter_Miami_C.F..png
https://sofifa.com/player/254234/dixon-arroyo/240002,24.0,D. Arroyo,Dixon Jair Arroyo Espinoza,Inter Miami,Major League Soccer,Ecuador,ECU,https://cdn.sofifa.net/players/254/234/24_360.png,plotly-dash/assets/playersImage/Dixon_Arroyo_Inter_Miami_C.F..png
https://sofifa.com/player/274569/tomas-aviles/240002,24.0,T. Avilés,Tomás Agustín Avilés,Inter Miami,Major League Soccer,Argentina,ARG,https://cdn.sofifa.net/players/274/569/24_360.png,plotly-dash/assets/playersImage/Tomás_Avilés_Inter_Miami_C.F..png
https://sofifa.com/player/258819/cristian-olivera/240002,24.0,C. Olivera,Cristian Gonzalo Olivera Ibarra,LAFC,Major League Soccer,Uruguay,URU,https://cdn.sofifa.net/players/258/819/24_360.png,plotly-dash/assets/playersImage/Cristian_Olivera_LAFC.png
https://sofifa.com/player/247582/frankie-amaya/240002,24.0,F. Amaya,Frankie Amaya,New York Red Bulls,Major League Soccer,United States,USA,https://cdn.sofifa.net/players/247/582/24_360.png,plotly-dash/assets/playersImage/Frankie_Amaya_New_York_Red_Bulls.png
https://sofifa.com/player/256666/yerson-mosquera/240002,24.0,Y. Mosquera,Yerson Mosquera Valdelamar,Cincinnati,Major League Soccer,Colombia,COL,https://cdn.sofifa.net/players/256/666/24_360.png,plotly-dash/assets/playersImage/Yerson_Mosquera_FC_Cincinnati.png
https://sofifa.com/player/266382/roman-celentano/240002,24.0,R. Celentano,Roman Celentano,Cincinnati,Major League Soccer,United States,USA,https://cdn.sofifa.net/players/266/382/24_360.png,plotly-dash/assets/playersImage/Roman_Celentano_FC_Cincinnati.png
https://sofifa.com/player/240319/timothy-tillman/240002,24.0,T. Tillman,Timothy Tillman,LAFC,Major League Soccer,Germany,GER,https://cdn.sofifa.net/players/240/319/24_360.png,plotly-dash/assets/playersImage/Timmy_Tillman_LAFC.png
https://sofifa.com/player/254962/drake-callender/240002,24.0,D. Callender,Drake Callender,Inter Miami,Major League Soccer,United States,USA,https://cdn.sofifa.net/players/254/962/24_360.png,plotly-dash/assets/playersImage/Drake_Callender_Inter_Miami_C.F..png
https://sofifa.com/player/236038/kyle-duncan/240002,24.0,K. Duncan,Kyle Duncan,New York Red Bulls,Major League Soccer,United States,USA,https://cdn.sofifa.net/players/236/038/24_360.png,plotly-dash/assets/playersImage/Kyle_Duncan_New_York_Red_Bulls.png
https://sofifa.com/player/237642/raoul-petretta/240002,24.0,R. Petretta,Raoul Petretta,Toronto FC,Major League Soccer,Italy,ITA,https://cdn.sofifa.net/players/237/642/24_360.png,plotly-dash/assets/playersImage/Raoul_Petretta_Toronto_FC.png
https://sofifa.com/player/155887/michael-bradley/240002,24.0,M. Bradley,Michael Bradley,Toronto FC,Major League Soccer,United States,USA,https://cdn.sofifa.net/players/155/887/24_360.png,plotly-dash/assets/playersImage/Michael_Bradley_Toronto_FC.png
https://sofifa.com/player/202223/justin-meram/240002,24.0,J. Meram,Justin Meram,Charlotte,Major League Soccer,Iraq,IRQ,https://cdn.sofifa.net/players/202/223/24_360.png,plotly-dash/assets/playersImage/Justin_Meram_Charlotte_FC.png
https://sofifa.com/player/202223/justin-meram/240002,24.0,J. Meram,Justin Meram,Charlotte,Major League Soccer,Iraq,IRQ,https://cdn.sofifa.net/players/202/223/24_360.png,plotly-dash/assets/playersImage/Justin_Meram_Real_Salt_Lake.png
https://sofifa.com/player/221680/nick-hagglund/240002,24.0,N. Hagglund,Nick Hagglund,Cincinnati,Major League Soccer,United States,USA,https://cdn.sofifa.net/players/221/680/24_360.png,plotly-dash/assets/playersImage/Nick_Hagglund_FC_Cincinnati.png
https://sofifa.com/player/224330/nicolas-stefanelli/240002,24.0,N. Stefanelli,Nicolás Marcelo Stefanelli,Inter Miami,Major League Soccer,Argentina,ARG,https://cdn.sofifa.net/players/224/330/24_360.png,plotly-dash/assets/playersImage/Nicolás_Stefanelli_Inter_Miami_C.F..png
https://sofifa.com/player/226495/sergio-henrique-santos-gomes/240002,24.0,Sergio Santos,Sergio Henrique Santos Gomes,Cincinnati,Major League Soccer,Brazil,BRA,https://cdn.sofifa.net/players/226/495/24_360.png,plotly-dash/assets/playersImage/Sergio_Santos_Gomes_FC_Cincinnati.png
https://sofifa.com/player/271779/cassius-mailula/240002,24.0,C. Mailula,Cassius Mailula,Toronto FC,Major League Soccer,South Africa,RSA,https://cdn.sofifa.net/players/271/779/24_360.png,plotly-dash/assets/playersImage/Cassius_Mailula_Toronto_FC.png
https://sofifa.com/player/244250/prince-osei-owusu/240002,24.0,P. Owusu,Prince Osei Owusu,Toronto FC,Major League Soccer,Germany,GER,https://cdn.sofifa.net/players/244/250/24_360.png,plotly-dash/assets/playersImage/Prince_Osei_Owusu_Toronto_FC.png
https://sofifa.com/player/202814/nathan-byrne/240002,24.0,N. Byrne,Nathan Byrne,Charlotte,Major League Soccer,England,ENG,https://cdn.sofifa.net/players/202/814/24_360.png,plotly-dash/assets/playersImage/Nathan_Byrne_Charlotte_FC.png
https://sofifa.com/player/217242/yuya-kubo/240002,24.0,Y. Kubo,久保 裕也,Cincinnati,Major League Soccer,Japan,JPN,https://cdn.sofifa.net/players/217/242/24_360.png,plotly-dash/assets/playersImage/Yuya_Kubo_FC_Cincinnati.png
https://sofifa.com/player/220886/bill-tuiloma/240002,24.0,B. Tuiloma,Bill Tuiloma,Charlotte,Major League Soccer,New Zealand,NZL,https://cdn.sofifa.net/players/220/886/24_360.png,plotly-dash/assets/playersImage/Bill_Tuiloma_Charlotte_FC.png
https://sofifa.com/player/227909/john-mccarthy/240002,24.0,J. McCarthy,John McCarthy,LAFC,Major League Soccer,United States,USA,https://cdn.sofifa.net/players/227/909/24_360.png,plotly-dash/assets/playersImage/John_McCarthy_LAFC.png
https://sofifa.com/player/241984/cory-burke/240002,24.0,C. Burke,Cory Burke,New York Red Bulls,Major League Soccer,Jamaica,JAM,https://cdn.sofifa.net/players/241/984/24_360.png,plotly-dash/assets/playersImage/Cory_Burke_New_York_Red_Bulls.png
https://sofifa.com/player/269617/juan-jose-mina/240002,24.0,J. Mina,Juan José Mina González,New York Red Bulls,Major League Soccer,Colombia,COL,https://cdn.sofifa.net/players/269/617/24_360.png,plotly-dash/assets/playersImage/J._Mina_New_York_Red_Bulls.png
https://sofifa.com/player/242334/jaylin-lindsey/240002,24.0,J. Lindsey,Jaylin Lindsey,Charlotte,Major League Soccer,United States,USA,https://cdn.sofifa.net/players/242/334/24_360.png,plotly-dash/assets/playersImage/Jaylin_Lindsey_Charlotte_FC.png
https://sofifa.com/player/269278/diego-gomez/240002,24.0,D. Gómez,Diego Alexander Gómez Amarilla,Inter Miami,Major League Soccer,Paraguay,PAR,https://cdn.sofifa.net/players/269/278/24_360.png,plotly-dash/assets/playersImage/Diego_Gómez_Inter_Miami_C.F..png
https://sofifa.com/player/259292/jack-maher/240002,24.0,J. Maher,Jack Maher,Nashville SC,Major League Soccer,United States,USA,https://cdn.sofifa.net/players/259/292/24_360.png,plotly-dash/assets/playersImage/Jack_Maher_Nashville_SC.png
https://sofifa.com/player/240611/dru-yearwood/240002,24.0,D. Yearwood,Dru Yearwood,New York Red Bulls,Major League Soccer,England,ENG,https://cdn.sofifa.net/players/240/611/24_360.png,plotly-dash/assets/playersImage/Dru_Yearwood_New_York_Red_Bulls.png
https://sofifa.com/player/235425/derrick-jones/240002,24.0,D. Jones,Derrick Jones Amaniampong,Charlotte,Major League Soccer,United States,USA,https://cdn.sofifa.net/players/235/425/24_360.png,plotly-dash/assets/playersImage/Derrick_Jones_Charlotte_FC.png
