game,team,player,game_id,player_id,reason,status
2023-04-22 CF Montreal-New York Red Bulls,New York Red Bulls,Serge Ngoma,1701902,433519,injured,Out
2023-04-22 Charlotte FC-Columbus Crew,Charlotte FC,Ashley Westwood,1701797,79050,injured,Out
2023-04-22 Charlotte FC-Columbus Crew,Charlotte FC,Guzmán Corujo,1701797,433524,injured,Out
2023-04-22 Charlotte FC-Columbus Crew,Charlotte FC,Kristijan Kahlina,1701797,425343,injured,Out
2023-04-22 Charlotte FC-Columbus Crew,Columbus Crew,Cucho Hernández,1701797,362501,injured,Out
2023-04-22 Charlotte FC-Columbus Crew,Columbus Crew,Eloy Room,1701797,67114,injured,Out
2023-04-22 Charlotte FC-Columbus Crew,Columbus Crew,Josh Williams,1701797,99318,injured,Out
2023-04-22 Charlotte FC-Columbus Crew,Columbus Crew,Kevin Molino,1701797,138492,injured,Out
2023-04-22 Charlotte FC-Columbus Crew,Columbus Crew,Luis Díaz,1701797,378710,injured,Out
2023-04-22 FC Cincinnati-Portland Timbers,FC Cincinnati,Yuya Kubo,1701814,109664,injured,Out
2023-04-22 FC Cincinnati-Portland Timbers,Portland Timbers,Cristhian Paredes,1701814,354098,injured,Out
2023-04-22 FC Cincinnati-Portland Timbers,Portland Timbers,Felipe Mora,1701814,393150,injured,Out
2023-04-22 FC Cincinnati-Portland Timbers,Portland Timbers,Marvin Loría,1701814,377469,injured,Out
2023-04-22 FC Cincinnati-Portland Timbers,Portland Timbers,Sebastián Blanco,1701814,24957,injured,Out
2023-04-22 FC Cincinnati-Portland Timbers,Portland Timbers,Yimmi Chará,1701814,97041,injured,Out
2023-04-22 New England Revolution-Sporting Kansas City,New England Revolution,Dylan Borrero,1701799,402907,suspended,Out
2023-04-22 New England Revolution-Sporting Kansas City,New England Revolution,Jacob Jackson,1701799,433537,injured,Out
2023-04-22 New England Revolution-Sporting Kansas City,New England Revolution,Nacho Gil,1701799,300779,injured,Out
2023-04-22 New England Revolution-Sporting Kansas City,New England Revolution,Ryan Spaulding,1701799,433536,injured,Out
2023-04-22 New England Revolution-Sporting Kansas City,New England Revolution,Tommy McNamara,1701799,143557,injured,Out
2023-04-22 New England Revolution-Sporting Kansas City,Sporting Kansas City,Gadi Kinda,1701799,382938,injured,Out
2023-04-22 New England Revolution-Sporting Kansas City,Sporting Kansas City,Kayden Pierre,1701799,419819,injured,Out
2023-04-22 New England Revolution-Sporting Kansas City,Sporting Kansas City,Kortne Ford,1701799,333995,injured,Out
2023-04-22 New England Revolution-Sporting Kansas City,Sporting Kansas City,Logan Ndenbe,1701799,417295,injured,Out
2023-04-22 New England Revolution-Sporting Kansas City,Sporting Kansas City,Nemanja Radoja,1701799,239053,injured,Out
2023-04-22 New England Revolution-Sporting Kansas City,Sporting Kansas City,Robert Castellanos,1701799,419816,suspended,Out
2023-04-22 New England Revolution-Sporting Kansas City,Sporting Kansas City,Tim Leibold,1701799,140849,injured,Out
2023-04-22 New York City FC-FC Dallas,FC Dallas,Tarik Scott,1701801,474793,injured,Out
2023-04-22 Orlando City-DC United,DC United,Brendan Hines-Ike,1701803,320457,injured,Out
2023-04-22 Orlando City-DC United,DC United,Derrick Williams,1701803,109593,injured,Out
2023-04-22 Orlando City-DC United,DC United,Martín Rodríguez,1701803,101584,injured,Out
2023-04-22 Orlando City-DC United,DC United,Nigel Robertha,1701803,316933,injured doubtful,Doubtful
2023-04-22 Orlando City-DC United,DC United,Pedro Santos,1701803,121356,injured,Out
2023-04-22 Orlando City-DC United,Orlando City,Favian Loyola,1701803,467694,injured doubtful,Doubtful
2023-04-22 Philadelphia Union-Toronto FC,Philadelphia Union,Kai Wagner,1701901,371010,injured,Out
2023-04-22 Philadelphia Union-Toronto FC,Toronto FC,Adama Diomande,1701901,243562,injured,Out
2023-04-22 Philadelphia Union-Toronto FC,Toronto FC,Cristián Gutiérrez,1701901,393110,injured,Out
2023-04-22 Philadelphia Union-Toronto FC,Toronto FC,Lorenzo Insigne,1701901,83390,injured,Out
2023-04-23 Atlanta United-Chicago Fire FC,Atlanta United,Brad Guzan,1701821,28746,injured,Out
2023-04-23 Atlanta United-Chicago Fire FC,Atlanta United,Osvaldo Alonso,1701821,72567,injured,Out
2023-04-23 Atlanta United-Chicago Fire FC,Chicago Fire FC,Federico Navarro,1701821,365995,injured,Out
2023-04-23 Atlanta United-Chicago Fire FC,Chicago Fire FC,Jairo Torres,1701821,438459,injured,Out
2023-04-23 Atlanta United-Chicago Fire FC,Chicago Fire FC,Justin Reynolds,1701821,471853,injured,Out
2023-04-23 Atlanta United-Chicago Fire FC,Chicago Fire FC,Victor Bezerra,1701821,434642,injured,Out
2023-04-23 Colorado Rapids-St. Louis City,Colorado Rapids,Aboubacar Keita,1701817,377604,injured,Out
2023-04-23 Colorado Rapids-St. Louis City,Colorado Rapids,Andreas Maxsø,1701817,121803,injured doubtful,Doubtful
2023-04-23 Colorado Rapids-St. Louis City,Colorado Rapids,Braian Galván,1701817,344657,injured,Out
2023-04-23 Colorado Rapids-St. Louis City,Colorado Rapids,Dantouma Toure,1701817,419464,injured,Out
2023-04-23 Colorado Rapids-St. Louis City,Colorado Rapids,Jack Price,1701817,105891,injured,Out
2023-04-23 Colorado Rapids-St. Louis City,Colorado Rapids,Moise Bombito,1701817,474201,injured,Out
2023-04-23 Colorado Rapids-St. Louis City,Colorado Rapids,Steven Beitashour,1701817,85016,injured,Out
2023-04-23 Colorado Rapids-St. Louis City,St. Louis City,Joakim Nilsson,1701817,320565,injured,Out
2023-04-23 Houston Dynamo FC-Inter Miami CF,Houston Dynamo FC,Brad Smith,1701815,141414,injured,Out
2023-04-23 Houston Dynamo FC-Inter Miami CF,Houston Dynamo FC,Ifunanyachi Achara,1701815,393390,injured,Out
2023-04-23 Houston Dynamo FC-Inter Miami CF,Inter Miami CF,Edison Azcona,1701815,413765,injured,Out
2023-04-23 Houston Dynamo FC-Inter Miami CF,Inter Miami CF,Gregore,1701815,355710,injured,Out
2023-04-23 Houston Dynamo FC-Inter Miami CF,Inter Miami CF,Ian Fray,1701815,445274,injured,Out
2023-04-23 Houston Dynamo FC-Inter Miami CF,Inter Miami CF,Leonardo Campana,1701815,392650,injured,Out
2023-04-23 Houston Dynamo FC-Inter Miami CF,Inter Miami CF,Noah Allen,1701815,433513,injured,Out
2023-04-23 Houston Dynamo FC-Inter Miami CF,Inter Miami CF,Robbie Robinson,1701815,393147,injured,Out
2023-04-23 LA Galaxy-Austin FC,Austin FC,Julio Cascante,1701819,354099,injured,Out
2023-04-23 LA Galaxy-Austin FC,Austin FC,Zan Kolmanic,1701819,412162,injured,Out
2023-04-23 LA Galaxy-Austin FC,LA Galaxy,Jonathan Bond,1701819,81979,injured,Out
2023-04-23 Nashville SC-Los Angeles FC,Los Angeles FC,Eldin Jakupovic,1701816,18310,injured,Out
2023-04-23 Nashville SC-Los Angeles FC,Los Angeles FC,Maxime Crépeau,1701816,137263,injured,Out
2023-04-23 Nashville SC-Los Angeles FC,Los Angeles FC,Timothy Tillman,1701816,319996,injured,Out
2023-04-23 Nashville SC-Los Angeles FC,Los Angeles FC,Tony Leone,1701816,399744,injured,Out
2023-04-23 Nashville SC-Los Angeles FC,Nashville SC,Nick DePuy,1701816,334518,injured,Out
2023-04-23 Nashville SC-Los Angeles FC,Nashville SC,Randall Leal,1701816,393102,injured,Out
2023-04-23 Real Salt Lake-San Jose Earthquakes,Real Salt Lake,Erik Holt,1701818,371974,injured,Out
2023-04-23 Real Salt Lake-San Jose Earthquakes,San Jose Earthquakes,Daniel,1701818,323851,injured,Out
2023-04-23 Real Salt Lake-San Jose Earthquakes,San Jose Earthquakes,Nathan,1701818,240917,injured,Out
2023-04-23 Real Salt Lake-San Jose Earthquakes,San Jose Earthquakes,Niko Tsakiris,1701818,433890,injured,Out
2023-04-23 Seattle Sounders FC-Minnesota United,Minnesota United,Bakaye Dibassy,1701820,248278,injured,Out
2023-04-23 Seattle Sounders FC-Minnesota United,Minnesota United,Ryen Jiba,1701820,471103,injured,Out
2023-04-23 Seattle Sounders FC-Minnesota United,Seattle Sounders FC,Dylan Teves,1701820,433623,injured,Out
2023-04-29 Columbus Crew-Inter Miami CF,Columbus Crew,Cucho Hernández,1701823,362501,injured,Out
2023-04-29 Columbus Crew-Inter Miami CF,Columbus Crew,Eloy Room,1701823,67114,injured,Out
2023-04-29 Columbus Crew-Inter Miami CF,Columbus Crew,Josh Williams,1701823,99318,injured,Out
2023-04-29 Columbus Crew-Inter Miami CF,Columbus Crew,Kevin Molino,1701823,138492,injured,Out
2023-04-29 Columbus Crew-Inter Miami CF,Columbus Crew,Luis Díaz,1701823,378710,injured,Out
2023-04-29 Columbus Crew-Inter Miami CF,Inter Miami CF,Edison Azcona,1701823,413765,injured,Out
2023-04-29 Columbus Crew-Inter Miami CF,Inter Miami CF,Gregore,1701823,355710,injured,Out
2023-04-29 Columbus Crew-Inter Miami CF,Inter Miami CF,Ian Fray,1701823,445274,injured,Out
2023-04-29 Columbus Crew-Inter Miami CF,Inter Miami CF,Leonardo Campana,1701823,392650,injured,Out
2023-04-29 Columbus Crew-Inter Miami CF,Inter Miami CF,Noah Allen,1701823,433513,injured,Out
2023-04-29 Columbus Crew-Inter Miami CF,Inter Miami CF,Robbie Robinson,1701823,393147,injured,Out
2023-04-29 DC United-Charlotte FC,Charlotte FC,Ashley Westwood,1701824,79050,injured,Out
2023-04-29 DC United-Charlotte FC,Charlotte FC,Guzmán Corujo,1701824,433524,injured,Out
2023-04-29 DC United-Charlotte FC,Charlotte FC,Kristijan Kahlina,1701824,425343,injured,Out
2023-04-29 DC United-Charlotte FC,DC United,Brendan Hines-Ike,1701824,320457,injured,Out
2023-04-29 DC United-Charlotte FC,DC United,Derrick Williams,1701824,109593,injured,Out
2023-04-29 DC United-Charlotte FC,DC United,Martín Rodríguez,1701824,101584,injured,Out
2023-04-29 DC United-Charlotte FC,DC United,Nigel Robertha,1701824,316933,injured doubtful,Doubtful
2023-04-29 DC United-Charlotte FC,DC United,Pedro Santos,1701824,121356,injured,Out
2023-04-29 Nashville SC-Atlanta United,Atlanta United,Brad Guzan,1701822,28746,injured,Out
2023-04-29 Nashville SC-Atlanta United,Atlanta United,Osvaldo Alonso,1701822,72567,injured,Out
2023-04-29 Nashville SC-Atlanta United,Nashville SC,Nick DePuy,1701822,334518,injured,Out
2023-04-29 Nashville SC-Atlanta United,Nashville SC,Randall Leal,1701822,393102,injured,Out
2023-04-29 New England Revolution-FC Cincinnati,FC Cincinnati,Yuya Kubo,1701813,109664,injured,Out
2023-04-29 New England Revolution-FC Cincinnati,New England Revolution,Jacob Jackson,1701813,433537,injured,Out
2023-04-29 New England Revolution-FC Cincinnati,New England Revolution,Nacho Gil,1701813,300779,injured,Out
2023-04-29 New England Revolution-FC Cincinnati,New England Revolution,Tommy McNamara,1701813,143557,injured,Out
2023-04-29 Orlando City-LA Galaxy,LA Galaxy,Jonathan Bond,1701812,81979,injured,Out
2023-04-29 Orlando City-LA Galaxy,Orlando City,Michael Halliday,1701812,402978,injured,Out
2023-04-29 Toronto FC-New York City FC,Toronto FC,Adama Diomande,1701900,243562,injured,Out
2023-04-29 Toronto FC-New York City FC,Toronto FC,Cristián Gutiérrez,1701900,393110,injured,Out
2023-04-29 Toronto FC-New York City FC,Toronto FC,Lorenzo Insigne,1701900,83390,injured,Out
2023-04-30 Austin FC-San Jose Earthquakes,Austin FC,Julio Cascante,1701791,354099,injured,Out
2023-04-30 Austin FC-San Jose Earthquakes,Austin FC,Zan Kolmanic,1701791,412162,injured,Out
2023-04-30 Austin FC-San Jose Earthquakes,San Jose Earthquakes,Daniel,1701791,323851,injured,Out
2023-04-30 Austin FC-San Jose Earthquakes,San Jose Earthquakes,Nathan,1701791,240917,injured,Out
2023-04-30 Austin FC-San Jose Earthquakes,San Jose Earthquakes,Niko Tsakiris,1701791,433890,injured,Out
2023-04-30 Chicago Fire FC-New York Red Bulls,Chicago Fire FC,Federico Navarro,1701793,365995,injured,Out
2023-04-30 Chicago Fire FC-New York Red Bulls,Chicago Fire FC,Jairo Torres,1701793,438459,injured,Out
2023-04-30 Chicago Fire FC-New York Red Bulls,Chicago Fire FC,Justin Reynolds,1701793,471853,injured,Out
2023-04-30 Chicago Fire FC-New York Red Bulls,Chicago Fire FC,Victor Bezerra,1701793,434642,injured,Out
2023-04-30 Chicago Fire FC-New York Red Bulls,New York Red Bulls,Lewis Morgan,1701793,364232,injured,Out
2023-04-30 Chicago Fire FC-New York Red Bulls,New York Red Bulls,Serge Ngoma,1701793,433519,injured,Out
2023-04-30 Real Salt Lake-Seattle Sounders FC,Real Salt Lake,Andrew Brody,1701796,315321,injured,Out
2023-04-30 Real Salt Lake-Seattle Sounders FC,Real Salt Lake,Erik Holt,1701796,371974,injured,Out
2023-04-30 Real Salt Lake-Seattle Sounders FC,Seattle Sounders FC,Dylan Teves,1701796,433623,injured doubtful,Doubtful
2023-04-30 Real Salt Lake-Seattle Sounders FC,Seattle Sounders FC,Joshua Atencio,1701796,396104,injured,Out
2023-04-30 Sporting Kansas City-CF Montreal,CF Montreal,George Campbell,1701899,393107,injured,Out
2023-04-30 Sporting Kansas City-CF Montreal,CF Montreal,James Pantemis,1701899,354094,injured,Out
2023-04-30 Sporting Kansas City-CF Montreal,CF Montreal,Matko Miljevic,1701899,366429,injured,Out
2023-04-30 Sporting Kansas City-CF Montreal,CF Montreal,Romell Quioto,1701899,334513,injured,Out
2023-04-30 Sporting Kansas City-CF Montreal,CF Montreal,Samuel Piette,1701899,117112,injured,Out
2023-04-30 Sporting Kansas City-CF Montreal,Sporting Kansas City,Gadi Kinda,1701899,382938,injured,Out
2023-04-30 Sporting Kansas City-CF Montreal,Sporting Kansas City,Kayden Pierre,1701899,419819,injured,Out
2023-04-30 Sporting Kansas City-CF Montreal,Sporting Kansas City,Kortne Ford,1701899,333995,injured,Out
2023-04-30 Sporting Kansas City-CF Montreal,Sporting Kansas City,Logan Ndenbe,1701899,417295,injured,Out
2023-04-30 Sporting Kansas City-CF Montreal,Sporting Kansas City,Nemanja Radoja,1701899,239053,injured,Out
2023-04-30 Sporting Kansas City-CF Montreal,Sporting Kansas City,Robert Castellanos,1701899,419816,suspended,Out
2023-04-30 Sporting Kansas City-CF Montreal,Sporting Kansas City,Tim Leibold,1701899,140849,injured,Out
2023-04-30 St. Louis City-Portland Timbers,Portland Timbers,David Bingham,1701795,99315,injured,Out
2023-04-30 St. Louis City-Portland Timbers,Portland Timbers,Eryk Williamson,1701795,358518,injured,Out
2023-04-30 St. Louis City-Portland Timbers,Portland Timbers,Felipe Mora,1701795,393150,injured,Out
2023-04-30 St. Louis City-Portland Timbers,Portland Timbers,Sebastián Blanco,1701795,24957,injured,Out
2023-04-30 St. Louis City-Portland Timbers,Portland Timbers,Yimmi Chará,1701795,97041,injured,Out
2023-04-30 St. Louis City-Portland Timbers,St. Louis City,Joakim Nilsson,1701795,320565,injured,Out
2023-04-30 St. Louis City-Portland Timbers,St. Louis City,Njabulo Blom,1701795,458426,injured,Out
2023-04-30 Vancouver Whitecaps-Colorado Rapids,Colorado Rapids,Aboubacar Keita,1701898,377604,injured,Out
2023-04-30 Vancouver Whitecaps-Colorado Rapids,Colorado Rapids,Braian Galván,1701898,344657,injured,Out
2023-04-30 Vancouver Whitecaps-Colorado Rapids,Colorado Rapids,Dantouma Toure,1701898,419464,injured,Out
2023-04-30 Vancouver Whitecaps-Colorado Rapids,Colorado Rapids,Jack Price,1701898,105891,injured,Out
2023-04-30 Vancouver Whitecaps-Colorado Rapids,Colorado Rapids,Moise Bombito,1701898,474201,injured,Out
2023-04-30 Vancouver Whitecaps-Colorado Rapids,Vancouver Whitecaps,Alessandro Schöpf,1701898,146634,injured,Out
2023-04-30 Vancouver Whitecaps-Colorado Rapids,Vancouver Whitecaps,Andrés Cubas,1701898,303656,injured doubtful,Doubtful
2023-04-30 Vancouver Whitecaps-Colorado Rapids,Vancouver Whitecaps,Sergio Córdova,1701898,344069,injured,Out
2023-05-01 Minnesota United-FC Dallas,FC Dallas,Alan Velasco,1701800,379317,injured,Out
2023-05-01 Minnesota United-FC Dallas,FC Dallas,Tarik Scott,1701800,474793,injured,Out
2023-05-01 Minnesota United-FC Dallas,Minnesota United,Bakaye Dibassy,1701800,248278,injured,Out
2023-05-01 Minnesota United-FC Dallas,Minnesota United,Ryen Jiba,1701800,471103,injured,Out
2023-05-06 Charlotte FC-New York City FC,Charlotte FC,Bill Tuiloma,1701802,141264,injured,Out
2023-05-06 Charlotte FC-New York City FC,Charlotte FC,Guzmán Corujo,1701802,433524,injured,Out
2023-05-06 Charlotte FC-New York City FC,Charlotte FC,Joseph Mora,1701802,354530,injured,Out
2023-05-06 Charlotte FC-New York City FC,Charlotte FC,Kamil Józwiak,1701802,312752,injured,Out
2023-05-06 Charlotte FC-New York City FC,Charlotte FC,Pablo Sisniega,1701802,371099,injured,Out
2023-05-06 FC Cincinnati-DC United,DC United,Brendan Hines-Ike,1701804,320457,injured,Out
2023-05-06 FC Cincinnati-DC United,DC United,Martín Rodríguez,1701804,101584,injured,Out
2023-05-06 FC Cincinnati-DC United,DC United,Mohanad Jeahze,1701804,321201,suspended,Out
2023-05-06 FC Cincinnati-DC United,DC United,Nigel Robertha,1701804,316933,injured,Out
2023-05-06 FC Cincinnati-DC United,DC United,Pedro Santos,1701804,121356,injured,Out
2023-05-06 FC Cincinnati-DC United,DC United,Steven Birnbaum,1701804,143470,injured,Out
2023-05-06 FC Cincinnati-DC United,FC Cincinnati,Santiago Arias,1701804,88112,injured,Out
2023-05-07 Houston Dynamo FC-Real Salt Lake,Houston Dynamo FC,Ifunanyachi Achara,1701809,393390,injured,Out
2023-05-07 Houston Dynamo FC-Real Salt Lake,Houston Dynamo FC,Tate Schmitt,1701809,371299,injured,Out
2023-05-07 Houston Dynamo FC-Real Salt Lake,Real Salt Lake,Andrew Brody,1701809,315321,injured,Out
2023-05-07 Houston Dynamo FC-Real Salt Lake,Real Salt Lake,Erik Holt,1701809,371974,injured,Out
2023-05-07 Houston Dynamo FC-Real Salt Lake,Real Salt Lake,Pablo Ruiz,1701809,354546,suspended,Out
2023-05-07 Houston Dynamo FC-Real Salt Lake,Real Salt Lake,Zack Farnsworth,1701809,448622,injured,Out
2023-05-07 LA Galaxy-Colorado Rapids,Colorado Rapids,Aboubacar Keita,1701811,377604,injured,Out
2023-05-07 LA Galaxy-Colorado Rapids,Colorado Rapids,Braian Galván,1701811,344657,injured,Out
2023-05-07 LA Galaxy-Colorado Rapids,Colorado Rapids,Jack Price,1701811,105891,injured,Out
2023-05-07 LA Galaxy-Colorado Rapids,Colorado Rapids,Moise Bombito,1701811,474201,injured,Out
2023-05-07 LA Galaxy-Colorado Rapids,LA Galaxy,Jonathan Bond,1701811,81979,injured,Out
